10,1
12,1
17,1
38,1
43,1
64,1
72,1
90,1
91,1
126,1
148,1
153,1
157,1
164,1
179,1
190,1
197,1
199,1
200,1
205,1
207,1
215,1
270,1
52,2
263,2
266,4
29,7
39,7
45,7
58,7
80,7
87,7
95,7
122,7
123,7
143,7
174,7
178,7
186,7
209,7
215,7
252,7
266,7
273,7
38,8
47,8
218,8
247,8
59,10
61,10
82,10
89,10
113,10
131,10
144,10
170,10
179,10
190,10
198,10
224,10
235,10
251,10
258,10
263,10
8,12
10,12
13,12
21,12
25,12
31,12
38,12
43,12
47,12
48,12
52,12
82,12
87,12
90,12
99,12
100,12
108,12
112,12
113,12
121,12
131,12
144,12
146,12
148,12
161,12
170,12
179,12
181,12
190,12
200,12
205,12
210,12
214,12
224,12
228,12
235,12
241,12
243,12
247,12
251,12
258,12
263,12
267,12
59,13
47,16
266,16
51,17
247,21
12,25
52,25
90,25
147,25
148,25
153,25
179,25
210,25
224,25
228,25
235,25
1,27
14,27
16,27
19,27
33,27
41,27
42,27
45,27
46,27
49,27
55,27
60,27
63,27
64,27
65,27
69,27
74,27
77,27
79,27
103,27
105,27
106,27
111,27
124,27
126,27
135,27
149,27
151,27
152,27
157,27
161,27
162,27
169,27
183,27
184,27
192,27
204,27
215,27
218,27
219,27
226,27
230,27
239,27
240,27
243,27
244,27
249,27
253,27
255,27
257,27
261,27
262,27
264,27
269,27
273,27
275,27
45,28
55,28
64,28
79,28
91,28
143,28
174,28
189,28
199,28
215,28
257,28
271,28
273,28
164,29
273,30
89,31
100,31
153,31
58,32
104,32
106,32
110,32
164,32
186,32
199,32
209,32
220,32
250,32
41,37
84,37
231,37
238,37
246,37
262,37
273,37
8,38
47,38
190,38
215,39
231,39
37,41
220,41
86,42
209,42
13,43
25,43
82,43
83,43
131,43
179,43
205,43
223,43
224,43
235,43
111,46
8,47
38,47
59,47
247,47
247,48
263,48
196,49
17,51
59,51
82,51
100,51
10,52
12,52
21,52
25,52
31,52
34,52
47,52
48,52
59,52
61,52
82,52
90,52
113,52
126,52
131,52
148,52
161,52
179,52
190,52
200,52
210,52
224,52
235,52
247,52
263,52
15,53
41,53
45,53
49,53
55,53
58,53
59,53
64,53
67,53
104,53
110,53
121,53
122,53
123,53
124,53
133,53
135,53
143,53
144,53
152,53
175,53
185,53
187,53
189,53
197,53
199,53
215,53
220,53
233,53
242,53
243,53
249,53
257,53
262,53
273,53
104,58
115,58
135,58
141,58
175,58
184,58
199,58
233,58
8,59
38,59
47,59
179,59
205,59
247,59
263,59
60,60
137,60
199,60
266,60
10,61
82,61
131,61
179,61
247,61
199,64
10,66
17,66
25,66
35,66
59,66
62,66
142,66
148,66
161,66
179,66
181,66
256,66
263,66
267,66
282,66
28,67
49,67
60,67
64,67
71,67
91,67
122,67
123,67
131,67
135,67
138,67
168,67
172,67
174,67
175,67
178,67
185,67
187,67
189,67
196,67
199,67
257,67
261,67
262,67
266,67
271,67
273,67
275,67
10,70
45,71
58,71
64,71
101,71
121,71
123,71
147,71
152,71
161,71
164,71
172,71
189,71
197,71
215,71
243,71
266,71
1,72
87,72
122,72
123,72
130,72
157,72
209,72
215,72
231,72
246,72
258,72
266,72
272,72
86,74
247,76
69,78
185,78
7,80
45,80
60,80
93,80
123,80
135,80
143,80
157,80
168,80
209,80
220,80
230,80
243,80
1,81
14,81
15,81
25,81
32,81
33,81
41,81
45,81
53,81
55,81
60,81
67,81
74,81
80,81
82,81
84,81
86,81
91,81
93,81
111,81
122,81
123,81
124,81
132,81
135,81
143,81
157,81
167,81
174,81
184,81
185,81
186,81
187,81
189,81
197,81
199,81
204,81
209,81
215,81
220,81
221,81
230,81
231,81
238,81
242,81
243,81
244,81
253,81
264,81
266,81
272,81
273,81
275,81
10,82
12,82
21,82
25,82
31,82
38,82
43,82
51,82
52,82
59,82
61,82
70,82
76,82
83,82
90,82
100,82
108,82
113,82
131,82
147,82
148,82
153,82
161,82
170,82
179,82
190,82
224,82
228,82
235,82
237,82
247,82
258,82
263,82
90,83
37,84
45,84
253,84
257,84
273,84
189,86
39,87
55,87
82,87
83,87
91,87
113,87
121,87
161,87
167,87
178,87
199,87
209,87
215,87
217,87
243,87
266,87
86,88
31,89
153,89
148,90
263,90
132,91
135,91
189,91
215,91
217,91
246,92
91,93
137,93
199,93
246,93
261,93
266,93
181,96
40,98
55,98
60,98
91,98
95,98
104,98
111,98
122,98
124,98
143,98
161,98
164,98
174,98
184,98
189,98
199,98
215,98
219,98
230,98
233,98
243,98
252,98
261,98
262,98
266,98
275,98
285,98
82,100
10,101
12,101
77,101
82,101
89,101
111,101
113,101
114,101
121,101
144,101
161,101
170,101
179,101
224,101
235,101
247,101
251,101
263,101
32,104
33,104
41,104
55,104
58,104
78,104
88,104
110,104
111,104
143,104
167,104
184,104
186,104
187,104
189,104
199,104
217,104
220,104
253,104
262,104
273,104
84,106
86,106
82,108
247,108
247,109
81,110
84,110
138,110
167,110
174,110
189,110
204,110
215,110
253,110
12,112
21,112
25,112
59,112
71,112
82,112
83,112
90,112
91,112
113,112
121,112
131,112
138,112
146,112
148,112
153,112
161,112
164,112
179,112
197,112
200,112
207,112
215,112
224,112
228,112
235,112
243,112
247,112
251,112
258,112
263,112
283,112
10,113
52,113
87,113
121,113
131,113
161,113
179,113
215,113
216,113
224,113
235,113
247,113
263,113
10,114
43,114
59,114
131,114
147,114
148,114
161,114
170,114
179,114
243,114
247,114
263,114
270,114
271,114
10,116
25,116
38,116
47,116
50,116
52,116
59,116
82,116
100,116
113,116
131,116
144,116
146,116
148,116
161,116
179,116
181,116
190,116
214,116
224,116
235,116
247,116
251,116
263,116
268,116
10,121
12,121
13,121
17,121
21,121
23,121
25,121
31,121
32,121
38,121
43,121
47,121
59,121
61,121
81,121
82,121
83,121
84,121
89,121
90,121
91,121
94,121
99,121
100,121
101,121
102,121
104,121
112,121
113,121
114,121
131,121
137,121
146,121
147,121
148,121
152,121
153,121
161,121
164,121
172,121
179,121
182,121
190,121
197,121
198,121
200,121
205,121
207,121
215,121
216,121
228,121
234,121
241,121
243,121
247,121
258,121
263,121
266,121
257,123
83,126
96,126
126,126
144,126
179,126
224,126
228,126
235,126
260,126
263,126
157,130
247,130
10,131
12,131
13,131
25,131
31,131
38,131
43,131
50,131
52,131
59,131
61,131
70,131
82,131
83,131
100,131
108,131
113,131
114,131
116,131
121,131
137,131
144,131
146,131
148,131
161,131
170,131
179,131
181,131
190,131
200,131
205,131
216,131
224,131
228,131
235,131
243,131
247,131
251,131
260,131
263,131
246,132
25,134
33,134
42,134
63,134
64,134
67,134
69,134
74,134
77,134
80,134
82,134
84,134
107,134
148,134
179,134
199,134
204,134
248,134
254,134
267,134
275,134
91,135
93,135
168,135
189,135
199,135
272,135
13,137
37,137
60,137
91,137
93,137
179,137
246,137
266,137
157,138
172,138
28,140
37,140
86,140
143,140
157,140
174,140
179,140
215,140
231,140
253,140
272,140
273,140
10,144
25,144
31,144
33,144
34,144
38,144
48,144
50,144
59,144
61,144
83,144
87,144
89,144
90,144
96,144
100,144
101,144
113,144
116,144
126,144
131,144
138,144
150,144
161,144
170,144
179,144
190,144
205,144
208,144
223,144
224,144
228,144
235,144
237,144
241,144
247,144
251,144
263,144
59,147
82,147
90,147
122,147
161,147
179,147
224,147
235,147
247,147
258,147
263,147
25,148
43,148
52,148
82,148
83,148
90,148
131,148
179,148
190,148
224,148
235,148
247,148
13,150
29,151
12,152
28,152
38,152
67,152
71,152
121,152
133,152
161,152
164,152
172,152
189,152
197,152
199,152
215,152
243,152
271,152
273,152
275,152
25,153
31,153
89,153
10,155
24,155
25,155
29,155
31,155
33,155
35,155
43,155
48,155
50,155
57,155
60,155
61,155
64,155
77,155
82,155
83,155
85,155
89,155
90,155
108,155
113,155
114,155
116,155
121,155
135,155
138,155
143,155
152,155
161,155
170,155
172,155
179,155
181,155
205,155
216,155
222,155
224,155
228,155
229,155
234,155
235,155
251,155
263,155
268,155
270,155
130,157
138,157
167,157
184,157
199,157
48,158
12,161
33,161
52,161
87,161
91,161
113,161
131,161
144,161
147,161
179,161
190,161
224,161
235,161
247,161
263,161
28,164
29,164
45,164
64,164
67,164
71,164
89,164
91,164
121,164
123,164
133,164
135,164
147,164
152,164
157,164
161,164
174,164
189,164
197,164
215,164
217,164
220,164
243,164
258,164
261,164
266,164
271,164
33,167
41,167
49,167
60,167
87,167
88,167
110,167
122,167
135,167
157,167
209,167
215,167
253,167
180,168
1,170
9,170
10,170
12,170
13,170
17,170
21,170
25,170
30,170
31,170
33,170
35,170
38,170
43,170
45,170
47,170
48,170
50,170
51,170
55,170
57,170
59,170
61,170
62,170
64,170
70,170
77,170
81,170
82,170
83,170
85,170
87,170
89,170
90,170
91,170
94,170
96,170
100,170
102,170
107,170
108,170
110,170
113,170
114,170
116,170
121,170
126,170
131,170
133,170
137,170
138,170
142,170
143,170
144,170
146,170
147,170
148,170
155,170
157,170
161,170
166,170
179,170
181,170
182,170
183,170
190,170
191,170
198,170
203,170
204,170
205,170
207,170
208,170
214,170
216,170
223,170
224,170
228,170
235,170
237,170
247,170
251,170
255,170
258,170
260,170
262,170
263,170
267,170
268,170
270,170
277,170
281,170
80,172
174,172
271,172
214,173
271,174
21,179
52,179
61,179
109,179
131,179
190,179
168,180
38,181
96,181
108,181
247,181
45,184
157,184
199,184
58,186
104,186
253,186
15,187
28,187
36,187
39,187
41,187
43,187
45,187
49,187
53,187
55,187
58,187
60,187
64,187
67,187
80,187
81,187
86,187
87,187
88,187
91,187
104,187
105,187
110,187
111,187
122,187
123,187
124,187
131,187
132,187
133,187
135,187
137,187
143,187
144,187
152,187
157,187
164,187
167,187
172,187
174,187
185,187
189,187
199,187
200,187
203,187
204,187
206,187
215,187
217,187
220,187
238,187
243,187
246,187
253,187
257,187
261,187
262,187
264,187
266,187
272,187
273,187
275,187
13,188
47,188
207,188
81,189
110,189
2,190
8,190
10,190
25,190
31,190
38,190
47,190
52,190
59,190
82,190
89,190
90,190
121,190
131,190
144,190
148,190
161,190
170,190
179,190
210,190
215,190
224,190
235,190
247,190
263,190
1,195
12,195
25,195
38,195
47,195
58,195
59,195
61,195
79,195
90,195
96,195
101,195
133,195
144,195
146,195
148,195
150,195
170,195
179,195
205,195
215,195
216,195
223,195
251,195
263,195
267,195
29,196
33,196
39,196
49,196
58,196
93,196
113,196
122,196
199,196
215,196
243,196
275,196
29,197
58,197
64,197
71,197
87,197
121,197
122,197
123,197
133,197
138,197
152,197
161,197
164,197
189,197
215,197
243,197
258,197
273,197
41,199
55,199
60,199
64,199
81,199
104,199
122,199
123,199
135,199
157,199
178,199
184,199
215,199
250,199
261,199
262,199
266,199
271,199
275,199
25,200
57,200
121,200
179,200
210,200
224,200
235,200
247,200
263,200
42,204
49,204
60,204
64,204
72,204
78,204
80,204
81,204
85,204
86,204
88,204
93,204
110,204
111,204
122,204
123,204
135,204
143,204
174,204
178,204
185,204
187,204
189,204
197,204
199,204
209,204
215,204
217,204
220,204
230,204
253,204
260,204
266,204
271,204
273,204
275,204
13,205
43,205
59,205
13,207
47,207
263,208
45,209
252,209
21,210
25,210
43,210
47,210
52,210
77,210
148,210
179,210
190,210
200,210
224,210
235,210
247,210
263,210
267,210
231,213
173,214
1,215
15,215
28,215
29,215
30,215
33,215
39,215
41,215
45,215
49,215
55,215
58,215
60,215
64,215
67,215
71,215
74,215
77,215
78,215
81,215
84,215
85,215
86,215
87,215
88,215
90,215
91,215
98,215
104,215
110,215
111,215
113,215
121,215
122,215
123,215
124,215
131,215
133,215
135,215
143,215
151,215
152,215
157,215
161,215
164,215
167,215
172,215
174,215
184,215
185,215
187,215
189,215
190,215
192,215
197,215
199,215
200,215
204,215
206,215
217,215
219,215
220,215
230,215
238,215
243,215
244,215
249,215
250,215
253,215
257,215
261,215
262,215
266,215
267,215
269,215
271,215
273,215
275,215
247,216
86,217
91,217
275,219
28,220
37,220
41,220
104,220
122,220
135,220
143,220
189,220
215,220
266,220
273,220
45,221
104,221
185,221
206,221
233,221
10,222
31,222
43,222
62,222
77,222
90,222
152,222
241,222
263,222
270,222
8,223
38,223
47,223
48,223
59,223
144,223
170,223
208,223
247,223
263,223
10,228
13,228
25,228
47,228
48,228
59,228
61,228
83,228
90,228
100,228
148,228
263,228
10,229
25,229
43,229
83,229
179,229
190,229
205,229
224,229
235,229
247,229
86,230
206,230
264,230
37,231
39,231
209,231
240,231
246,231
266,233
1,234
10,234
12,234
13,234
21,234
23,234
25,234
31,234
33,234
43,234
47,234
48,234
52,234
59,234
61,234
62,234
64,234
77,234
82,234
83,234
87,234
89,234
90,234
91,234
94,234
96,234
99,234
100,234
101,234
108,234
112,234
113,234
114,234
115,234
121,234
126,234
131,234
138,234
142,234
144,234
146,234
147,234
148,234
150,234
152,234
153,234
166,234
170,234
179,234
181,234
190,234
191,234
197,234
205,234
207,234
208,234
214,234
215,234
216,234
224,234
228,234
235,234
237,234
247,234
251,234
260,234
263,234
268,234
270,234
283,234
1,235
8,235
10,235
12,235
13,235
21,235
25,235
31,235
33,235
35,235
38,235
43,235
47,235
48,235
51,235
52,235
59,235
61,235
64,235
77,235
81,235
82,235
83,235
87,235
89,235
90,235
91,235
96,235
100,235
101,235
108,235
112,235
113,235
114,235
121,235
126,235
131,235
137,235
138,235
144,235
146,235
147,235
148,235
155,235
161,235
170,235
179,235
181,235
182,235
190,235
204,235
205,235
207,235
208,235
210,235
216,235
223,235
224,235
228,235
234,235
237,235
241,235
243,235
247,235
251,235
260,235
263,235
267,235
268,235
270,235
283,235
37,238
93,242
106,242
123,242
130,242
137,242
157,242
266,242
91,243
123,243
157,243
230,243
266,243
120,245
37,246
92,246
132,246
168,246
231,246
262,246
10,247
59,247
101,247
109,247
113,247
131,247
161,247
179,247
190,247
224,247
235,247
251,247
263,247
58,249
64,249
67,249
86,249
87,249
91,249
122,249
133,249
138,249
172,249
175,249
215,249
230,249
244,249
261,249
271,249
91,250
10,251
77,251
90,251
131,251
247,251
263,251
209,252
100,256
123,257
10,258
12,258
59,258
82,258
90,258
121,258
131,258
147,258
161,258
179,258
181,258
190,258
200,258
224,258
235,258
247,258
263,258
1,259
15,259
27,259
28,259
29,259
52,259
55,259
60,259
64,259
71,259
86,259
87,259
113,259
123,259
126,259
131,259
133,259
135,259
143,259
151,259
152,259
157,259
161,259
164,259
197,259
214,259
215,259
226,259
233,259
238,259
243,259
253,259
258,259
267,259
271,259
273,259
23,260
38,260
87,260
90,260
148,260
205,260
208,260
241,260
29,261
